"model","year","price","transmission","mileage","fuelType","tax","mpg","engineSize","eng_1","eng_1.2","eng_1.3"
"Fiesta",2016,8495,"Manual",19718,"Petrol",0,65.7,1,1,0,0
"Fiesta",2016,7595,"Manual",35240,"Petrol",0,65.7,1,1,0,0
"Fiesta",2019,15500,"Manual",4032,"Petrol",145,56.5,1,1,0,0
"Fiesta",2017,10500,"Manual",6225,"Petrol",0,65.7,1,1,0,0
"Fiesta",2018,10500,"Manual",23047,"Petrol",145,65.7,1,1,0,0
"Fiesta",2018,11999,"Manual",9899,"Petrol",145,65.7,1,1,0,0
"Fiesta",2018,10999,"Manual",5732,"Petrol",145,55.4,1.1,0,1,0
"Fiesta",2019,19000,"Manual",7584,"Petrol",145,58.9,1,1,0,0
"Fiesta",2018,10350,"Manual",6460,"Petrol",145,64.2,1.1,0,1,0
"Fiesta",2018,10190,"Manual",24417,"Petrol",145,65.7,1,1,0,0
"Fiesta",2018,10497,"Manual",15968,"Petrol",145,64.2,1.1,0,1,0
"Fiesta",2018,9690,"Manual",14961,"Petrol",145,65.7,1,1,0,0
"Fiesta",2018,13690,"Manual",10223,"Petrol",145,60.1,1,1,0,0
"Fiesta",2017,7250,"Manual",33810,"Petrol",125,54.3,1.2,0,0,1
"Fiesta",2018,9697,"Manual",30611,"Petrol",145,65.7,1,1,0,0
"Fiesta",2018,11690,"Manual",11483,"Petrol",145,65.7,1,1,0,0
"Fiesta",2018,10997,"Manual",11651,"Petrol",145,65.7,1,1,0,0
"Fiesta",2017,9997,"Manual",15220,"Petrol",145,64.2,1.1,0,1,0
"Fiesta",2018,9997,"Manual",20670,"Petrol",145,65.7,1,1,0,0
"Fiesta",2018,9690,"Manual",21175,"Petrol",145,65.7,1,1,0,0
"Fiesta",2015,7497,"Manual",21747,"Petrol",125,54.3,1.2,0,0,1
"Fiesta",2018,9690,"Manual",11667,"Petrol",145,64.2,1.1,0,1,0
"Fiesta",2018,10490,"Manual",8256,"Petrol",145,65.7,1,1,0,0
"Fiesta",2018,9690,"Manual",14562,"Petrol",145,64.2,1.1,0,1,0
"Fiesta",2018,10997,"Manual",7689,"Petrol",145,64.2,1.1,0,1,0
"Fiesta",2016,8750,"Manual",16421,"Petrol",0,65.7,1,1,0,0
"Fiesta",2018,12850,"Manual",6127,"Petrol",145,62.8,1,1,0,0
"Fiesta",2017,9661,"Manual",10864,"Petrol",145,64.2,1.1,0,1,0
"Fiesta",2018,11350,"Manual",12981,"Petrol",145,65.7,1,1,0,0
"Fiesta",2018,11997,"Manual",10131,"Petrol",145,65.7,1,1,0,0
"Fiesta",2018,10497,"Manual",9615,"Petrol",145,64.2,1.1,0,1,0
"Fiesta",2017,8997,"Manual",9965,"Petrol",125,54.3,1.2,0,0,1
"Fiesta",2015,6997,"Manual",37090,"Petrol",0,65.7,1,1,0,0
"Fiesta",2017,7997,"Manual",31803,"Petrol",125,54.3,1.2,0,0,1
"Fiesta",2018,10000,"Manual",12490,"Petrol",150,64.2,1.1,0,1,0
"Fiesta",2018,11500,"Manual",36775,"Petrol",145,65.7,1,1,0,0
"Fiesta",2016,8500,"Manual",42195,"Petrol",20,62.8,1,1,0,0
"Fiesta",2017,9200,"Manual",12759,"Petrol",125,54.3,1.2,0,0,1
"Fiesta",2017,9310,"Manual",16235,"Petrol",0,65.7,1,1,0,0
"Fiesta",2015,8495,"Manual",30007,"Petrol",20,62.8,1,1,0,0
"Fiesta",2017,11298,"Manual",16364,"Petrol",0,65.7,1,1,0,0
"Fiesta",2018,12995,"Manual",12267,"Petrol",145,65.7,1,1,0,0
"Fiesta",2015,6995,"Manual",30381,"Petrol",30,54.3,1.2,0,0,1
"Fiesta",2016,9998,"Manual",27154,"Petrol",20,62.8,1,1,0,0
"Fiesta",2016,10498,"Manual",22517,"Petrol",0,65.7,1,1,0,0
"Fiesta",2018,9990,"Manual",6487,"Petrol",145,64.2,1.1,0,1,0
"Fiesta",2017,10898,"Manual",14523,"Petrol",145,62.8,1,1,0,0
"Fiesta",2017,9997,"Manual",17595,"Petrol",0,65.7,1,1,0,0
"Fiesta",2018,10000,"Manual",4352,"Petrol",145,64.2,1.1,0,1,0
"Fiesta",2017,8600,"Manual",32137,"Petrol",125,54.3,1.2,0,0,1
"Fiesta",2018,10700,"Manual",20531,"Petrol",145,65.7,1,1,0,0
"Fiesta",2017,10500,"Manual",22414,"Petrol",145,65.7,1,1,0,0
"Fiesta",2019,16000,"Manual",1702,"Petrol",145,55.4,1,1,0,0
"Fiesta",2017,9898,"Manual",28741,"Petrol",20,62.8,1,1,0,0
"Fiesta",2016,8990,"Manual",14088,"Petrol",0,65.7,1,1,0,0
"Fiesta",2016,9698,"Manual",23484,"Petrol",20,62.8,1,1,0,0
"Fiesta",2016,10000,"Manual",5501,"Petrol",125,54.3,1.2,0,0,1
"Fiesta",2017,12000,"Manual",12478,"Petrol",145,65.7,1,1,0,0
"Fiesta",2017,8798,"Manual",13761,"Petrol",125,54.3,1.2,0,0,1
"Fiesta",2017,10280,"Manual",22878,"Petrol",145,65.7,1,1,0,0
"Fiesta",2017,8991,"Manual",14615,"Petrol",150,64.2,1.1,0,1,0
"Fiesta",2016,10498,"Manual",9906,"Petrol",20,62.8,1,1,0,0
"Fiesta",2018,10298,"Manual",10578,"Petrol",150,55.4,1.1,0,1,0
"Fiesta",2015,6210,"Manual",45258,"Petrol",125,54.3,1.2,0,0,1
"Fiesta",2015,8290,"Manual",31024,"Petrol",0,65.7,1,1,0,0
"Fiesta",2017,9998,"Manual",21314,"Petrol",150,65.7,1,1,0,0
"Fiesta",2015,6490,"Manual",26822,"Petrol",125,54.3,1.2,0,0,1
"Fiesta",2016,10200,"Manual",15143,"Petrol",0,65.7,1,1,0,0
"Fiesta",2017,9690,"Manual",25644,"Petrol",0,65.7,1,1,0,0
"Fiesta",2018,11000,"Manual",33763,"Petrol",145,56.5,1,1,0,0
"Fiesta",2018,10991,"Manual",25943,"Petrol",145,65.7,1,1,0,0
"Fiesta",2015,6590,"Manual",42031,"Petrol",125,54.3,1.2,0,0,1
"Fiesta",2016,9470,"Manual",16795,"Petrol",0,65.7,1,1,0,0
"Fiesta",2017,9450,"Manual",25082,"Petrol",145,64.2,1.1,0,1,0
"Fiesta",2017,9491,"Manual",29743,"Petrol",145,65.7,1,1,0,0
"Fiesta",2018,9450,"Manual",11625,"Petrol",145,65.7,1,1,0,0
"Fiesta",2018,11250,"Manual",11410,"Petrol",145,65.7,1,1,0,0
"Fiesta",2016,6950,"Manual",29699,"Petrol",125,54.3,1.2,0,0,1
"Fiesta",2018,10250,"Manual",20761,"Petrol",145,65.7,1,1,0,0
"Fiesta",2018,9750,"Manual",15789,"Petrol",145,64.2,1.1,0,1,0
"Fiesta",2016,8650,"Manual",10581,"Petrol",0,65.7,1,1,0,0
"Fiesta",2018,10250,"Manual",9001,"Petrol",145,65.7,1,1,0,0
"Fiesta",2017,7950,"Manual",17437,"Petrol",125,54.3,1.2,0,0,1
"Fiesta",2018,11456,"Manual",2837,"Petrol",145,65.7,1,1,0,0
"Fiesta",2017,9659,"Manual",9705,"Petrol",145,64.2,1.1,0,1,0
"Fiesta",2018,10638,"Manual",13222,"Petrol",145,65.7,1,1,0,0
"Fiesta",2018,9407,"Manual",18515,"Petrol",145,64.2,1.1,0,1,0
"Fiesta",2017,7999,"Manual",19353,"Petrol",125,54.3,1.2,0,0,1
"Fiesta",2018,10708,"Manual",8949,"Petrol",145,65.7,1,1,0,0
"Fiesta",2018,10950,"Manual",12458,"Petrol",145,65.7,1,1,0,0
"Fiesta",2019,13030,"Manual",3254,"Petrol",145,48.7,1.1,0,1,0
"Fiesta",2018,11750,"Manual",6091,"Petrol",145,65.7,1,1,0,0
"Fiesta",2017,7999,"Manual",14748,"Petrol",125,54.3,1.2,0,0,1
"Fiesta",2018,9999,"Manual",4997,"Petrol",145,64.2,1.1,0,1,0
"Fiesta",2017,9660,"Manual",23448,"Petrol",0,65.7,1,1,0,0
"Fiesta",2018,11450,"Manual",16498,"Petrol",145,65.7,1,1,0,0
"Fiesta",2016,8221,"Manual",27695,"Petrol",0,65.7,1,1,0,0
"Fiesta",2016,8650,"Manual",30104,"Petrol",0,65.7,1,1,0,0
"Fiesta",2018,10495,"Manual",23444,"Petrol",145,56.5,1,1,0,0
"Fiesta",2016,9995,"Manual",18234,"Petrol",20,62.8,1,1,0,0
"Fiesta",2017,8650,"Manual",7207,"Petrol",145,54.3,1.2,0,0,1
"Fiesta",2018,11950,"Manual",15253,"Petrol",145,58.9,1,1,0,0
"Fiesta",2018,9850,"Manual",6169,"Petrol",145,64.2,1.1,0,1,0
"Fiesta",2018,9997,"Manual",17887,"Petrol",145,64.2,1.1,0,1,0
"Fiesta",2018,10597,"Manual",11224,"Petrol",145,65.7,1,1,0,0
"Fiesta",2018,10397,"Manual",7101,"Petrol",145,64.2,1.1,0,1,0
"Fiesta",2018,10897,"Manual",11148,"Petrol",145,65.7,1,1,0,0
"Fiesta",2018,9897,"Manual",13647,"Petrol",145,64.2,1.1,0,1,0
"Fiesta",2018,11197,"Manual",6939,"Petrol",145,65.7,1,1,0,0
"Fiesta",2018,9997,"Manual",18220,"Petrol",145,64.2,1.1,0,1,0
"Fiesta",2017,10625,"Manual",17045,"Petrol",145,65.7,1,1,0,0
"Fiesta",2019,13497,"Manual",2218,"Petrol",145,58.9,1,1,0,0
"Fiesta",2019,11950,"Manual",14796,"Petrol",145,56.5,1,1,0,0
"Fiesta",2018,9250,"Manual",8248,"Petrol",145,64.2,1.1,0,1,0
"Fiesta",2017,9750,"Manual",17796,"Petrol",145,65.7,1,1,0,0
"Fiesta",2018,10650,"Manual",3563,"Petrol",145,65.7,1,1,0,0
"Fiesta",2018,8950,"Manual",11602,"Petrol",145,64.2,1.1,0,1,0
"Fiesta",2018,10999,"Manual",5678,"Petrol",145,65.7,1,1,0,0
"Fiesta",2017,9591,"Manual",16965,"Petrol",150,62.8,1,1,0,0
"Fiesta",2017,10497,"Manual",20445,"Petrol",145,62.8,1,1,0,0
"Fiesta",2018,11000,"Manual",24813,"Petrol",145,56.5,1,1,0,0
"Fiesta",2019,13140,"Manual",2356,"Petrol",145,48.7,1.1,0,1,0
"Fiesta",2017,10481,"Manual",23065,"Petrol",145,65.7,1,1,0,0
"Fiesta",2018,10597,"Manual",6499,"Petrol",145,64.2,1.1,0,1,0
"Fiesta",2017,10498,"Manual",19130,"Petrol",150,65.7,1,1,0,0
"Fiesta",2018,9995,"Manual",31250,"Petrol",150,65.7,1,1,0,0
"Fiesta",2018,10498,"Manual",9578,"Petrol",150,55.4,1.1,0,1,0
"Fiesta",2016,6995,"Manual",11969,"Petrol",125,54.3,1.2,0,0,1
"Fiesta",2019,12495,"Manual",13034,"Petrol",145,58.9,1,1,0,0
"Fiesta",2015,8798,"Manual",24305,"Petrol",20,62.8,1,1,0,0
"Fiesta",2018,9000,"Manual",16639,"Petrol",145,64.2,1.1,0,1,0
"Fiesta",2016,7698,"Manual",25411,"Petrol",125,54.3,1.2,0,0,1
"Fiesta",2015,8700,"Manual",27095,"Petrol",0,65.7,1,1,0,0
"Fiesta",2017,9400,"Manual",16157,"Petrol",145,65.7,1,1,0,0
"Fiesta",2017,9990,"Manual",38081,"Petrol",145,65.7,1,1,0,0
"Fiesta",2017,10700,"Manual",26658,"Petrol",150,65.7,1,1,0,0
"Fiesta",2017,8500,"Manual",25000,"Petrol",150,64.2,1.1,0,1,0
"Fiesta",2017,8998,"Manual",10111,"Petrol",125,54.3,1.2,0,0,1
"Fiesta",2015,7998,"Manual",22767,"Petrol",0,65.7,1,1,0,0
"Fiesta",2018,13690,"Manual",10258,"Petrol",145,65.7,1,1,0,0
"Fiesta",2019,17290,"Manual",6252,"Petrol",145,60.1,1,1,0,0
"Fiesta",2017,9171,"Manual",24961,"Petrol",0,65.7,1,1,0,0
"Fiesta",2017,9500,"Manual",26081,"Petrol",145,62.8,1,1,0,0
"Fiesta",2018,14500,"Manual",6436,"Petrol",145,55.4,1,1,0,0
"Fiesta",2015,6000,"Manual",41426,"Petrol",125,54.3,1.2,0,0,1
"Fiesta",2018,14998,"Manual",19772,"Petrol",145,62.8,1,1,0,0
"Fiesta",2017,11998,"Manual",6596,"Petrol",0,65.7,1,1,0,0
"Fiesta",2017,7495,"Manual",33000,"Petrol",125,54.3,1.2,0,0,1
"Fiesta",2017,10690,"Manual",16137,"Petrol",20,62.8,1,1,0,0
"Fiesta",2017,9995,"Manual",11933,"Petrol",145,64.2,1.1,0,1,0
"Fiesta",2017,9998,"Manual",26325,"Petrol",150,65.7,1,1,0,0
"Fiesta",2017,10230,"Manual",11634,"Petrol",0,65.7,1,1,0,0
"Fiesta",2018,8491,"Manual",17878,"Petrol",145,64.2,1.1,0,1,0
"Fiesta",2017,7640,"Manual",20346,"Petrol",125,54.3,1.2,0,0,1
"Fiesta",2017,8330,"Manual",22560,"Petrol",145,54.3,1.2,0,0,1
"Fiesta",2017,9520,"Manual",20670,"Petrol",145,65.7,1,1,0,0
"Fiesta",2015,6998,"Manual",30518,"Petrol",125,54.3,1.2,0,0,1
"Fiesta",2018,11000,"Manual",24222,"Petrol",145,56.5,1,1,0,0
"Fiesta",2015,5971,"Manual",42344,"Petrol",125,54.3,1.2,0,0,1
"Fiesta",2017,7491,"Manual",30393,"Petrol",125,54.3,1.2,0,0,1
"Fiesta",2017,8000,"Manual",19501,"Petrol",150,65.7,1,1,0,0
"Fiesta",2017,7991,"Manual",32444,"Petrol",150,65.7,1,1,0,0
"Fiesta",2018,9911,"Manual",17201,"Petrol",150,65.7,1,1,0,0
"Fiesta",2018,9991,"Manual",13055,"Petrol",145,65.7,1,1,0,0
"Fiesta",2017,10498,"Manual",7712,"Petrol",0,65.7,1,1,0,0
"Fiesta",2018,10498,"Manual",14458,"Petrol",150,55.4,1.1,0,1,0
"Fiesta",2018,13491,"Manual",7552,"Petrol",145,65.7,1,1,0,0
"Fiesta",2017,9810,"Manual",5156,"Petrol",0,65.7,1,1,0,0
"Fiesta",2017,8991,"Manual",17436,"Petrol",145,65.7,1,1,0,0
"Fiesta",2018,10491,"Manual",8425,"Petrol",145,65.7,1,1,0,0
"Fiesta",2017,9691,"Manual",22654,"Petrol",145,65.7,1,1,0,0
"Fiesta",2016,8250,"Manual",18270,"Petrol",125,54.3,1.2,0,0,1
"Fiesta",2016,10498,"Manual",8801,"Petrol",20,62.8,1,1,0,0
"Fiesta",2017,7557,"Manual",13143,"Petrol",125,54.3,1.2,0,0,1
"Fiesta",2017,10991,"Manual",10995,"Petrol",150,65.7,1,1,0,0
"Fiesta",2018,8490,"Manual",29204,"Petrol",145,64.2,1.1,0,1,0
"Fiesta",2019,12090,"Manual",4762,"Petrol",145,57.7,1,1,0,0
"Fiesta",2016,9281,"Manual",43241,"Petrol",20,62.8,1,1,0,0
"Fiesta",2019,14320,"Manual",9326,"Petrol",145,58.9,1,1,0,0
"Fiesta",2015,7791,"Manual",42627,"Petrol",20,62.8,1,1,0,0
"Fiesta",2018,9640,"Manual",19038,"Petrol",145,65.7,1,1,0,0
"Fiesta",2018,11370,"Manual",14709,"Petrol",145,56.5,1,1,0,0
"Fiesta",2017,11020,"Manual",5670,"Petrol",20,62.8,1,1,0,0
"Fiesta",2017,8500,"Manual",15693,"Petrol",145,65.7,1,1,0,0
"Fiesta",2018,10995,"Manual",21475,"Petrol",145,56.5,1,1,0,0
"Fiesta",2017,7790,"Manual",6424,"Petrol",125,54.3,1.2,0,0,1
"Fiesta",2018,14990,"Manual",6488,"Petrol",145,65.7,1,1,0,0
"Fiesta",2018,8991,"Manual",13363,"Petrol",145,55.4,1.1,0,1,0
"Fiesta",2016,8491,"Manual",40513,"Petrol",20,62.8,1,1,0,0
"Fiesta",2017,8291,"Manual",37679,"Petrol",150,64.2,1.1,0,1,0
"Fiesta",2019,16300,"Manual",1854,"Petrol",145,60.1,1,1,0,0
"Fiesta",2018,12495,"Manual",12644,"Petrol",145,65.7,1,1,0,0
"Fiesta",2018,10391,"Manual",12930,"Petrol",145,65.7,1,1,0,0
"Fiesta",2019,13890,"Manual",13098,"Petrol",145,56.5,1,1,0,0
"Fiesta",2018,12810,"Manual",33144,"Petrol",145,62.8,1,1,0,0
"Fiesta",2019,13140,"Manual",2527,"Petrol",145,48.7,1.1,0,1,0
"Fiesta",2019,12990,"Manual",2910,"Petrol",145,48.7,1.1,0,1,0
"Fiesta",2018,11830,"Manual",13028,"Petrol",145,58.9,1,1,0,0
"Fiesta",2018,11771,"Manual",8110,"Petrol",145,65.7,1,1,0,0
"Fiesta",2018,11450,"Manual",6073,"Petrol",145,56.5,1,1,0,0
"Fiesta",2016,9910,"Manual",27470,"Petrol",0,65.7,1,1,0,0
"Fiesta",2017,7791,"Manual",15065,"Petrol",145,54.3,1.2,0,0,1
"Fiesta",2018,14495,"Manual",5415,"Petrol",145,65.7,1,1,0,0
"Fiesta",2015,7430,"Manual",28017,"Petrol",30,54.3,1.2,0,0,1
"Fiesta",2017,10447,"Manual",10584,"Petrol",145,62.8,1,1,0,0
"Fiesta",2017,10291,"Manual",3829,"Petrol",150,65.7,1,1,0,0
"Fiesta",2016,10540,"Manual",11566,"Petrol",20,62.8,1,1,0,0
"Fiesta",2015,7250,"Manual",17360,"Petrol",125,54.3,1.2,0,0,1
"Fiesta",2018,11000,"Manual",16863,"Petrol",145,56.5,1,1,0,0
"Fiesta",2018,11350,"Manual",1931,"Petrol",145,65.7,1,1,0,0
"Fiesta",2019,12500,"Manual",17009,"Petrol",145,60.1,1,1,0,0
"Fiesta",2019,14580,"Manual",11677,"Petrol",145,55.4,1,1,0,0
"Fiesta",2017,10451,"Manual",14186,"Petrol",145,65.7,1,1,0,0
"Fiesta",2018,12000,"Manual",30799,"Petrol",145,65.7,1,1,0,0
"Fiesta",2015,5930,"Manual",44882,"Petrol",125,54.3,1.2,0,0,1
"Fiesta",2019,11800,"Manual",17456,"Petrol",145,60.1,1,1,0,0
"Fiesta",2018,10500,"Manual",30556,"Petrol",145,65.7,1,1,0,0
"Fiesta",2015,8291,"Manual",37010,"Petrol",0,65.7,1,1,0,0
"Fiesta",2016,8499,"Manual",20000,"Petrol",0,65.7,1,1,0,0
"Fiesta",2018,10300,"Manual",35028,"Petrol",145,65.7,1,1,0,0
"Fiesta",2015,8595,"Manual",16868,"Petrol",0,65.7,1,1,0,0
"Fiesta",2017,8151,"Manual",32209,"Petrol",0,65.7,1,1,0,0
"Fiesta",2019,15411,"Manual",974,"Petrol",145,60.1,1,1,0,0
"Fiesta",2019,13800,"Manual",5626,"Petrol",145,58.9,1,1,0,0
"Fiesta",2019,11900,"Manual",16365,"Petrol",145,60.1,1,1,0,0
"Fiesta",2018,8900,"Manual",21250,"Petrol",145,64.2,1.1,0,1,0
"Fiesta",2018,10120,"Manual",42436,"Petrol",145,56.5,1,1,0,0
"Fiesta",2018,10891,"Manual",30946,"Petrol",145,56.5,1,1,0,0
"Fiesta",2017,9998,"Manual",17105,"Petrol",0,65.7,1,1,0,0
"Fiesta",2018,9498,"Manual",11048,"Petrol",145,55.4,1.1,0,1,0
"Fiesta",2015,7798,"Manual",24860,"Petrol",125,54.3,1.2,0,0,1
"Fiesta",2017,10197,"Manual",10152,"Petrol",145,62.8,1,1,0,0
"Fiesta",2018,11611,"Manual",10624,"Petrol",145,65.7,1,1,0,0
"Fiesta",2016,8510,"Manual",11339,"Petrol",0,65.7,1,1,0,0
"Fiesta",2016,7351,"Manual",30385,"Petrol",0,65.7,1,1,0,0
"Fiesta",2019,12980,"Manual",4181,"Petrol",145,48.7,1.1,0,1,0
"Fiesta",2018,11400,"Manual",9145,"Petrol",145,65.7,1,1,0,0
"Fiesta",2017,11000,"Manual",12500,"Petrol",150,65.7,1,1,0,0
"Fiesta",2018,10790,"Manual",28564,"Petrol",145,65.7,1,1,0,0
"Fiesta",2018,10490,"Manual",31593,"Petrol",145,65.7,1,1,0,0
"Fiesta",2018,11490,"Manual",30600,"Petrol",150,65.7,1,1,0,0
"Fiesta",2016,8950,"Manual",10864,"Petrol",125,54.3,1.2,0,0,1
"Fiesta",2015,7440,"Manual",19913,"Petrol",0,65.7,1,1,0,0
"Fiesta",2018,9990,"Manual",10297,"Petrol",150,64.2,1.1,0,1,0
"Fiesta",2019,14795,"Manual",8804,"Petrol",145,60.1,1,1,0,0
"Fiesta",2017,8740,"Manual",13196,"Petrol",0,65.7,1,1,0,0
"Fiesta",2016,6790,"Manual",28991,"Petrol",125,54.3,1.2,0,0,1
"Fiesta",2018,9991,"Manual",20727,"Petrol",145,58.9,1,1,0,0
"Fiesta",2018,12500,"Manual",10258,"Petrol",145,62.8,1,1,0,0
"Fiesta",2016,8999,"Manual",17870,"Petrol",20,62.8,1,1,0,0
"Fiesta",2018,10500,"Manual",7959,"Petrol",145,55.4,1.1,0,1,0
"Fiesta",2016,7999,"Manual",24486,"Petrol",0,65.7,1,1,0,0
"Fiesta",2015,7240,"Manual",21036,"Petrol",125,54.3,1.2,0,0,1
"Fiesta",2018,13299,"Manual",20543,"Petrol",145,58.9,1,1,0,0
"Fiesta",2017,8499,"Manual",15613,"Petrol",0,65.7,1,1,0,0
"Fiesta",2017,9430,"Manual",15679,"Petrol",145,65.7,1,1,0,0
"Fiesta",2018,11400,"Manual",9100,"Petrol",145,56.5,1,1,0,0
"Fiesta",2017,9530,"Manual",11112,"Petrol",145,65.7,1,1,0,0
"Fiesta",2017,7990,"Manual",47165,"Petrol",0,65.7,1,1,0,0
"Fiesta",2018,11390,"Manual",18268,"Petrol",145,65.7,1,1,0,0
"Fiesta",2016,8600,"Manual",27769,"Petrol",125,54.3,1.2,0,0,1
"Fiesta",2016,10750,"Manual",17023,"Petrol",20,62.8,1,1,0,0
"Fiesta",2018,11250,"Manual",15581,"Petrol",145,56.5,1,1,0,0
"Fiesta",2017,8400,"Manual",30000,"Petrol",125,54.3,1.2,0,0,1
"Fiesta",2017,9190,"Manual",24238,"Petrol",20,62.8,1,1,0,0
"Fiesta",2018,15000,"Manual",5912,"Petrol",150,65.7,1,1,0,0
"Fiesta",2017,10395,"Manual",17854,"Petrol",150,65.7,1,1,0,0
"Fiesta",2019,12500,"Manual",11500,"Petrol",145,58.9,1,1,0,0
"Fiesta",2018,11500,"Manual",33694,"Petrol",145,65.7,1,1,0,0
"Fiesta",2017,9770,"Manual",9766,"Petrol",145,64.2,1.1,0,1,0
"Fiesta",2018,10190,"Manual",13487,"Petrol",145,65.7,1,1,0,0
"Fiesta",2018,12250,"Manual",14401,"Petrol",150,65.7,1,1,0,0
"Fiesta",2017,9700,"Manual",16136,"Petrol",0,65.7,1,1,0,0
"Fiesta",2017,9000,"Manual",29172,"Petrol",145,54.3,1.2,0,0,1
"Fiesta",2017,11450,"Manual",2000,"Petrol",145,65.7,1,1,0,0
"Fiesta",2017,8460,"Manual",15763,"Petrol",0,65.7,1,1,0,0
"Fiesta",2018,11721,"Manual",11191,"Petrol",150,65.7,1,1,0,0
"Fiesta",2018,12495,"Manual",16257,"Petrol",145,62.8,1,1,0,0
"Fiesta",2018,12000,"Manual",8230,"Petrol",145,65.7,1,1,0,0
"Fiesta",2018,11490,"Manual",8819,"Petrol",145,65.7,1,1,0,0
"Fiesta",2018,11000,"Manual",15000,"Petrol",145,55.4,1,1,0,0
"Fiesta",2018,11000,"Manual",31692,"Petrol",145,65.7,1,1,0,0
"Fiesta",2017,8495,"Manual",33000,"Petrol",125,54.3,1.2,0,0,1
"Fiesta",2017,9000,"Manual",20682,"Petrol",150,65.7,1,1,0,0
"Fiesta",2018,12490,"Manual",11200,"Petrol",145,55.4,1.1,0,1,0
"Fiesta",2015,6600,"Manual",34986,"Petrol",0,65.7,1,1,0,0
"Fiesta",2017,11200,"Manual",23435,"Petrol",150,65.7,1,1,0,0
"Fiesta",2017,10000,"Manual",26559,"Petrol",145,65.7,1,1,0,0
"Fiesta",2017,7499,"Manual",30328,"Petrol",125,54.3,1.2,0,0,1
"Fiesta",2018,10499,"Manual",10844,"Petrol",145,64.2,1.1,0,1,0
"Fiesta",2018,11991,"Manual",20533,"Petrol",145,56.5,1,1,0,0
"Fiesta",2018,12599,"Manual",12593,"Petrol",150,56.5,1,1,0,0
"Fiesta",2017,9290,"Manual",13449,"Petrol",145,54.3,1.2,0,0,1
"Fiesta",2019,11499,"Manual",9708,"Petrol",145,58.9,1,1,0,0
"Fiesta",2017,9540,"Manual",15666,"Petrol",145,65.7,1,1,0,0
"Fiesta",2016,9995,"Manual",5900,"Petrol",0,65.7,1,1,0,0
"Fiesta",2017,7460,"Manual",12506,"Petrol",125,54.3,1.2,0,0,1
"Fiesta",2018,9990,"Manual",42910,"Petrol",145,56.5,1,1,0,0
"Fiesta",2015,7630,"Manual",18608,"Petrol",0,65.7,1,1,0,0
"Fiesta",2018,11600,"Manual",9021,"Petrol",145,56.5,1,1,0,0
"Fiesta",2018,10600,"Manual",26950,"Petrol",145,56.5,1,1,0,0
"Fiesta",2018,9700,"Manual",22160,"Petrol",145,58.9,1,1,0,0
"Fiesta",2015,9098,"Manual",20430,"Petrol",20,62.8,1,1,0,0
"Fiesta",2017,11299,"Manual",8519,"Petrol",20,62.8,1,1,0,0
"Fiesta",2018,9499,"Manual",8371,"Petrol",145,64.2,1.1,0,1,0
"Fiesta",2018,10600,"Manual",20100,"Petrol",145,56.5,1,1,0,0
"Fiesta",2018,10895,"Manual",8565,"Petrol",145,55.4,1.1,0,1,0
"Fiesta",2019,14100,"Manual",5892,"Petrol",145,58.9,1,1,0,0
"Fiesta",2018,9999,"Manual",17818,"Petrol",145,55.4,1.1,0,1,0
"Fiesta",2018,11791,"Manual",9358,"Petrol",145,65.7,1,1,0,0
"Fiesta",2017,9800,"Manual",23509,"Petrol",145,65.7,1,1,0,0
"Fiesta",2019,13500,"Manual",6,"Petrol",145,48.7,1.1,0,1,0
"Fiesta",2017,9300,"Manual",15724,"Petrol",0,65.7,1,1,0,0
"Fiesta",2016,9494,"Manual",6428,"Petrol",125,54.3,1.2,0,0,1
"Fiesta",2018,12200,"Manual",19526,"Petrol",145,62.8,1,1,0,0
"Fiesta",2016,9210,"Manual",19703,"Petrol",0,65.7,1,1,0,0
"Fiesta",2016,8498,"Manual",18245,"Petrol",125,54.3,1.2,0,0,1
"Fiesta",2018,12495,"Manual",16504,"Petrol",145,62.8,1,1,0,0
"Fiesta",2017,11498,"Manual",10415,"Petrol",20,62.8,1,1,0,0
"Fiesta",2019,13500,"Manual",6,"Petrol",145,48.7,1.1,0,1,0
"Fiesta",2015,7799,"Manual",29165,"Petrol",0,65.7,1,1,0,0
"Fiesta",2015,7495,"Manual",8800,"Petrol",125,54.3,1.2,0,0,1
"Fiesta",2018,9998,"Manual",14915,"Petrol",145,64.2,1.1,0,1,0
"Fiesta",2017,10999,"Manual",17109,"Petrol",145,65.7,1,1,0,0
"Fiesta",2018,10000,"Manual",16850,"Petrol",145,65.7,1,1,0,0
"Fiesta",2018,9990,"Manual",46240,"Petrol",145,56.5,1,1,0,0
"Fiesta",2016,10998,"Manual",8505,"Petrol",0,65.7,1,1,0,0
"Fiesta",2018,10198,"Manual",17623,"Petrol",145,64.2,1.1,0,1,0
"Fiesta",2017,9498,"Manual",16919,"Petrol",0,65.7,1,1,0,0
"Fiesta",2018,10600,"Manual",23280,"Petrol",145,56.5,1,1,0,0
"Fiesta",2016,8800,"Manual",14480,"Petrol",0,65.7,1,1,0,0
"Fiesta",2017,8400,"Manual",14710,"Petrol",125,54.3,1.2,0,0,1
"Fiesta",2017,9898,"Manual",16973,"Petrol",145,65.7,1,1,0,0
"Fiesta",2017,9200,"Manual",16136,"Petrol",0,65.7,1,1,0,0
"Fiesta",2018,10390,"Manual",30540,"Petrol",145,56.5,1,1,0,0
