comp_id,begin,end,COGS,amort,curr_assets,curr_liab,extra_exp,extra_inc,extra_profit_loss,finished_prod,fixed_assets,inc_bef_tax,intang_assets,inventories,liq_assets,material_exp,net_dom_sales,net_exp_sales,personnel_exp,profit_loss_year,sales,share_eq,subscribed_cap,tang_assets,wages,D,balsheet_flag,balsheet_length,balsheet_notfullyear,year,founded_year,exit_year,ceo_count,foreign,female,birth_year,inoffice_days,gender,origin,nace_main,ind2,ind,urban_m,region_m,founded_date,exit_date,labor_avg
20237402112,1/1/2016,12/31/2016,NA,470492.5938,1078107.375,1690351.875,NA,NA,NA,NA,1370570.375,47855.55469,473088.875,0,175307.4063,1867770.375,NA,NA,433440.75,NA,2851451.75,640877.75,37037.03516,793337.0625,NA,NA,0,365,0,2016,1998,NA,1,0,0,1968,3539,male,Domestic,3320,33,2,1,Central,4/5/1998,NA,2.631944418
20246005760,1/1/2016,12/31/2016,NA,944.444458,11355.55566,4292.592773,NA,NA,NA,NA,5707.407227,-4074.073975,0,6666.666504,3614.814697,83277.78125,NA,NA,39896.29688,NA,121362.9609,11566.66699,11111.11133,5707.407227,NA,NA,0,365,0,2016,1990,NA,2,0.5,0.5,1951,3351.5,mix,mix,5610,56,3,1,Central,11/5/1990,NA,0.638888896
20252561408,1/1/2016,12/31/2016,NA,1888.888916,47185.18359,5685.185059,NA,NA,NA,NA,7548.147949,13855.55566,0,0,2559.259277,55470.37109,NA,NA,1600,NA,73251.85156,49048.14844,11111.11133,7548.147949,NA,NA,0,365,0,2016,2005,NA,1,0,0,1969,746,male,Domestic,5629,56,3,2,Central,2/9/2005,NA,0
20277622784,1/1/2016,12/31/2016,NA,3314.814697,15877.77734,91007.40625,NA,NA,NA,NA,36725.92578,-18662.96289,0,8592.592773,5207.407227,295688.875,NA,NA,73266.66406,NA,357096.2813,-38403.70313,11111.11133,36725.92578,NA,NA,0,365,0,2016,2007,NA,1,0,0,1982,2840,male,Domestic,5610,56,3,2,Central,10/9/2007,NA,1.291666627
20282228736,1/1/2016,12/31/2016,NA,10944.44434,265611.125,134844.4375,NA,NA,NA,NA,33644.44531,115525.9297,0,11737.03711,23511.11133,535148.125,NA,NA,52814.81641,NA,720992.5625,165659.2656,1851.851807,33644.44531,NA,NA,0,365,0,2016,2012,NA,1,0,0,1961,1436,male,Domestic,2825,28,2,3,East,12/30/2012,NA,0.583333313
20288182272,1/1/2016,12/31/2016,NA,644.444458,22874.07422,45070.37109,NA,NA,NA,NA,3685.185303,6688.888672,892.5925903,21177.77734,11.11111069,97196.29688,NA,NA,22381.48242,NA,104544.4531,-18511.11133,11111.11133,2792.592529,NA,NA,0,365,0,2016,2007,NA,2,0,0.5,1972,2664.5,mix,Domestic,5610,56,3,3,West,1/15/2007,NA,0.4375
20290902016,1/1/2016,12/31/2016,NA,25940.74023,77803.70313,90122.21875,NA,NA,NA,NA,925237.0625,-39611.10938,35470.37109,11855.55566,46707.40625,358096.2813,NA,NA,127692.5938,NA,462655.5625,381022.2188,31518.51758,874951.875,NA,NA,0,365,0,2016,2.00E+03,NA,3,0,0.666666687,1961.666626,4491,mix,Domestic,5610,56,3,3,West,6/29/2000,NA,1.513888836
20308178944,1/1/2016,12/31/2016,NA,9974.074219,42711.10938,38359.25781,NA,NA,NA,NA,24955.55469,2996.296387,0,662.9629517,1118.518555,63648.14844,NA,NA,70077.78125,NA,92292.59375,29307.4082,1129.629639,24955.55469,NA,NA,0,365,0,2016,1998,NA,1,0,1,1967,1276,female,Domestic,5630,56,3,1,Central,3/15/1998,NA,0.319444448
20318134272,1/1/2016,12/31/2016,NA,14277.77734,8903.704102,25855.55469,NA,NA,NA,NA,56329.62891,4151.852051,1311.111084,6114.814941,2788.888916,109766.6563,NA,NA,28307.4082,NA,152511.1094,-19618.51758,11111.11133,55018.51953,NA,NA,0,365,0,2016,2002,NA,1,0,0,1967,2981,male,Domestic,5610,56,3,2,East,4/7/2002,NA,0.465277761
20330938368,1/1/2016,12/31/2016,NA,992.5925903,45133.33203,49018.51953,NA,NA,NA,NA,45214.81641,9103.704102,0,13185.18555,12318.51855,317288.875,NA,NA,92062.96094,NA,394570.375,41329.62891,11111.11133,45214.81641,NA,NA,0,365,0,2016,2001,NA,1,0,0,1969,2695,male,Domestic,5610,56,3,3,East,11/8/2001,NA,1.347222209
20337590272,1/1/2016,12/31/2016,NA,1307.407349,83088.89063,54948.14844,NA,NA,NA,NA,16588.88867,8585.185547,0,6666.666504,13425.92578,132770.375,NA,NA,26344.44531,NA,175129.625,44729.62891,2037.036987,16588.88867,NA,NA,0,365,0,2016,1997,NA,1,0,0,1966,5129,male,Domestic,5510,55,3,3,Central,11/30/1997,NA,0.763888896
20344520704,1/1/2016,12/31/2016,NA,5692.592773,47740.74219,9566.666992,NA,NA,NA,NA,86840.74219,12007.40723,0,4614.814941,40674.07422,55748.14844,NA,NA,17562.96289,NA,94988.89063,107570.3672,11111.11133,86840.74219,NA,NA,0,365,0,2016,2008,NA,2,0,0,1965.5,3106,male,Domestic,2825,28,2,3,West,3/17/2008,NA,0.166666672
20352526336,1/1/2016,12/31/2016,NA,892.5925903,5633.333496,76814.8125,NA,NA,NA,NA,20214.81445,35966.66797,14814.81445,5525.925781,103.7036972,90807.40625,NA,NA,54118.51953,NA,159200,-50966.66797,11111.11133,5400,NA,NA,0,365,0,2016,2009,NA,1,0,1,1979,2554,female,Domestic,5629,56,3,2,East,9/8/2009,NA,0.5
20358819840,1/1/2016,12/31/2016,NA,2300,66162.96094,7140.740723,NA,NA,NA,NA,462.9629517,20625.92578,0,18718.51758,30525.92578,111511.1094,NA,NA,29874.07422,NA,165762.9688,56088.89063,11111.11133,462.9629517,NA,NA,0,365,0,2016,2013,NA,2,0,0,1974.5,1382,male,Domestic,3312,33,2,2,East,3/20/2013,NA,0.25
20376547328,1/1/2016,12/31/2016,NA,7025.925781,23533.33398,64040.74219,NA,NA,NA,NA,60729.62891,5948.147949,5925.925781,9844.444336,10692.59277,122803.7031,NA,NA,44192.59375,NA,181277.7813,19277.77734,11111.11133,54803.70313,NA,NA,0,365,0,2016,2013,NA,2,0,0.5,1954,1395,mix,Domestic,5610,56,3,3,Central,2/10/2013,NA,0.666666687
20440090624,1/1/2016,12/31/2016,NA,1925.925903,221570.375,36348.14844,NA,NA,NA,NA,5959.259277,8866.666992,0,106466.6563,74914.8125,231985.1875,NA,NA,46562.96484,NA,285740.75,191362.9688,24185.18555,5959.259277,NA,NA,0,365,0,2016,1998,NA,1,0,0,1954,3085,male,Domestic,2651,26,2,1,Central,7/21/1998,NA,0.166666672
20522811392,1/1/2016,12/31/2016,NA,411.1111145,27607.4082,12874.07422,NA,NA,NA,NA,111.1111069,4492.592773,0,1418.518555,23418.51758,34903.70313,NA,NA,14533.33301,NA,55048.14844,14807.40723,2037.036987,111.1111069,NA,NA,0,365,0,2016,2013,NA,1,0,0,1987,1390,male,Domestic,3312,33,2,3,East,3/11/2013,NA,0.25
20539189248,1/1/2016,12/31/2016,NA,2007.407349,205229.625,89974.07031,NA,NA,NA,NA,2796.296387,42314.81641,0,0,110903.7031,170196.2969,NA,NA,61381.48047,NA,292618.5313,113796.2969,1851.851807,2796.296387,NA,NA,0,365,0,2016,2011,NA,2,0,0,1964.5,1086,male,Domestic,3320,33,2,1,Central,1/20/2011,NA,0.173611119
20606158848,1/1/2016,12/31/2016,NA,23655.55469,1457048.125,756222.25,NA,NA,NA,NA,222774.0781,401885.1875,0,72370.36719,182570.375,1119529.625,NA,NA,382285.1875,NA,1950674.125,872974.0625,18518.51758,222774.0781,NA,NA,0,365,0,2016,2012,NA,1,1,0,NA,1559,male,Foreign,2712,27,2,1,Central,4/23/2012,NA,1.743055582
20612196352,1/1/2016,12/31/2016,NA,2085.185303,4318.518555,33633.33203,NA,NA,NA,NA,13566.66699,4233.333496,0,3011.111084,662.9629517,61866.66797,NA,NA,26218.51758,NA,91700,-15433.33301,11111.11133,13566.66699,NA,NA,0,365,0,2016,2007,NA,1,0,0,1973,2286,male,Domestic,5610,56,3,3,West,12/13/2007,NA,0.3125
20637698048,1/1/2016,12/31/2016,NA,3340.740723,59744.44531,4400,NA,NA,NA,NA,35200,188.8888855,11466.66699,0,23374.07422,7544.444336,NA,NA,1029.629639,NA,1488.888916,90544.44531,37037.03516,23733.33398,NA,NA,0,365,0,2016,2010,NA,2,0.5,0,1976,1480.5,male,mix,5610,56,3,1,Central,1/25/2010,NA,0.090277784
20656373760,1/1/2016,12/31/2016,NA,170925.9219,671462.9375,530477.75,NA,NA,NA,NA,827803.6875,219496.2969,24900,0,2659.259277,41696.29688,NA,NA,0,NA,443333.3438,968192.5625,11111.11133,802903.6875,NA,NA,0,365,0,2016,2002,NA,1,1,0,NA,640,male,Foreign,5610,56,3,1,Central,7/10/2002,NA,0
20675149824,1/1/2016,12/31/2016,NA,14062.96289,29740.74023,44562.96484,NA,NA,NA,NA,280707.4063,26892.5918,0,3444.444336,10666.66699,143192.5938,NA,NA,66318.51563,NA,219014.8125,98555.55469,11111.11133,280707.4063,NA,NA,0,365,0,2016,2005,NA,2,0,0,1976.5,2860,male,Domestic,5510,55,3,3,East,4/12/2005,NA,0.708333313
20698114048,1/1/2016,12/31/2016,NA,2462.962891,44585.18359,3951.851807,NA,NA,NA,NA,0,-49303.70313,0,0,1507.407349,10185.18555,NA,NA,7651.852051,NA,0,40633.33203,3703.703613,0,NA,NA,0,365,0,2016,2008,NA,2,0,0.5,1955,2949,mix,Domestic,2891,28,2,2,Central,12/4/2008,NA,0.481481493
20700444672,1/1/2016,12/31/2016,NA,16214.81445,37681.48047,25488.88867,NA,NA,NA,NA,399970.375,56251.85156,0,2981.481445,25755.55469,114211.1094,NA,NA,90059.25781,NA,287788.875,214751.8594,58518.51953,399970.375,NA,NA,0,365,0,2016,1997,NA,2,0,0,1963,6185,male,Domestic,5510,55,3,3,West,8/20/1997,NA,0.930555582
20705761280,1/1/2016,12/31/2016,NA,3788.888916,60474.07422,8448.148438,NA,NA,NA,NA,1077.777832,-618.5184937,0,0,54785.18359,39529.62891,NA,NA,32500,NA,76348.14844,53107.40625,11111.11133,1077.777832,NA,NA,0,365,0,2016,1992,NA,1,0,0,1949,1437,male,Domestic,2630,26,2,1,Central,12/1/1992,NA,0.236111104
20716099584,1/1/2016,12/31/2016,NA,29600,71348.14844,1165329.625,NA,NA,NA,NA,1194177.75,94529.63281,0,0,71085.1875,73370.36719,NA,NA,0,NA,175044.4375,122762.9609,11148.14844,1194177.75,NA,NA,0,365,0,2016,1996,NA,1,1,0,NA,1980,male,Foreign,5610,56,3,1,Central,4/28/1996,NA,0
20763086848,1/1/2016,12/31/2016,NA,6370.370605,16725.92578,171225.9219,NA,NA,NA,NA,37848.14844,-48203.70313,23737.03711,13700,1807.407349,125355.5469,NA,NA,50303.70313,NA,131274.0781,-118248.1484,1851.851807,14111.11133,NA,NA,0,365,0,2016,2010,NA,1,0,0,1973,1920,male,Domestic,5629,56,3,2,East,10/28/2010,NA,0.715277791
20765245440,1/1/2016,12/31/2016,NA,1040.740723,2907.407471,1925.925903,NA,NA,NA,NA,9551.851563,-10918.51855,0,1451.851807,933.333313,54585.18359,NA,NA,17566.66602,NA,62233.33203,10059.25879,11111.11133,9551.851563,NA,NA,0,365,0,2016,2008,NA,2,0,0.5,1972.5,3.00E+03,mix,Domestic,5610,56,3,3,West,10/13/2008,NA,0.409722209
20771829760,1/1/2016,12/31/2016,NA,21674.07422,667748.125,225285.1875,NA,NA,NA,NA,220933.3281,11129.62988,255.5555573,73729.63281,109525.9297,765040.75,NA,NA,43348.14844,NA,826162.9375,642618.5,11111.11133,215122.2188,NA,NA,0,365,0,2016,2007,NA,1,0,1,1971,1280,female,Domestic,2841,28,2,3,Central,3/4/2007,NA,0.555555522
20780552192,1/1/2016,12/31/2016,NA,3118.518555,47544.44531,14333.33301,NA,NA,NA,NA,3270.370361,18470.37109,122.2222214,14822.22266,21888.88867,189940.7344,NA,NA,27074.07422,NA,239981.4844,36481.48047,11111.11133,3148.148193,NA,NA,0,365,0,2016,2011,NA,1,0,0,1981,1713,male,Domestic,5610,56,3,2,East,9/18/2011,NA,0.506944418
20794107904,1/1/2016,12/31/2016,NA,NA,45055.55469,44077.77734,NA,NA,NA,NA,20359.25977,15351.85156,0,34788.89063,3477.777832,NA,NA,NA,NA,NA,137600,21337.03711,74.07407379,20359.25977,NA,NA,0,365,0,2016,2003,NA,1,0,0,1980,4866,male,Domestic,3312,33,2,3,Central,8/5/2003,NA,0.326388896
20797378560,1/1/2016,12/31/2016,NA,85248.14844,573407.4375,432596.2813,NA,NA,NA,NA,436200,240681.4844,102777.7813,160737.0313,262588.875,1778803.75,NA,NA,604222.25,NA,2739074,608514.8125,11111.11133,333422.2188,NA,NA,0,365,0,2016,2013,NA,2,0,0,1965,1340,male,Domestic,6420,64,NA,3,Central,4/30/2013,NA,4.319444656
20822282240,1/1/2016,12/31/2016,NA,46537.03516,525333.3125,207214.8125,NA,NA,NA,NA,112703.7031,208544.4375,314.8148193,51666.66797,52525.92578,1046437.125,NA,NA,234285.1875,NA,1526514.875,413629.625,18518.51758,112388.8906,NA,NA,0,365,0,2016,1998,NA,1,0,0,1959,6701,male,Domestic,5621,56,3,3,Central,7/31/1998,NA,1.958333373
20854003712,1/1/2016,12/31/2016,NA,5181.481445,214862.9688,42107.40625,NA,NA,NA,NA,35877.77734,94325.92969,0,51137.03516,46811.10938,219633.3281,NA,NA,30407.4082,NA,359381.4688,207381.4844,11111.11133,35877.77734,NA,NA,0,365,0,2016,1991,NA,1,0,0,1958,3209,male,Domestic,2825,28,2,1,Central,7/28/1991,NA,0.333333343
20857872384,1/1/2016,12/31/2016,NA,24229.62891,232900,58400,NA,NA,NA,NA,239981.4844,77018.51563,0,6170.370605,103933.3438,443807.4063,NA,NA,197848.1406,NA,747470.375,357225.9375,11481.48145,239981.4844,NA,NA,0,365,0,2016,1990,NA,1,0,0,1964,2777,male,Domestic,2829,28,2,1,Central,8/30/1990,NA,1.798611164
20864012288,1/1/2016,12/31/2016,NA,4633.333496,9781.481445,14281.48145,NA,NA,NA,NA,47177.77734,33488.89063,303.7037048,422.222229,8307.407227,71540.74219,NA,NA,29692.5918,NA,142170.375,42677.77734,11111.11133,46874.07422,NA,NA,0,365,0,2016,2007,NA,1,0,0,1966,1415,male,Domestic,5610,56,3,2,Central,6/14/2007,NA,0.493055552
20870555648,1/1/2016,12/31/2016,NA,4822.222168,17222.22266,28659.25977,NA,NA,NA,NA,55966.66797,13385.18555,262.9629517,11751.85156,255.5555573,158196.2969,NA,NA,45651.85156,NA,215077.7813,44166.66797,11111.11133,55703.70313,NA,NA,0,365,0,2016,2010,NA,1,0,1,1968,2189,female,Domestic,5610,56,3,3,Central,12/15/2010,NA,0.638888896
20933476352,1/1/2016,12/31/2016,NA,3437.037109,34514.81641,11174.07422,NA,NA,NA,NA,24340.74023,37240.74219,0,6203.703613,15644.44434,121681.4766,NA,NA,32929.62891,NA,171062.9688,47681.48047,12222.22266,24340.74023,NA,NA,0,365,0,2016,2010,NA,1,1,0,NA,2428,male,Foreign,5610,56,3,1,Central,1/27/2010,NA,0.597222209
20935677952,1/1/2016,12/31/2016,NA,85.18518829,52359.25781,42662.96484,NA,NA,NA,NA,4259.259277,155.5555573,0,31388.88867,6851.852051,30396.29688,NA,NA,16962.96289,NA,44914.81641,13955.55566,11111.11133,4259.259277,NA,NA,0,365,0,2016,2008,NA,1,0,0,1976,1441,male,Domestic,5610,56,3,1,Central,7/23/2008,NA,0.256944448
20938928128,1/1/2016,12/31/2016,NA,192.5925903,3266.666748,60396.29688,NA,NA,NA,NA,1203.703735,2688.888916,0,2625.926025,640.7407227,61488.89063,NA,NA,15685.18555,NA,80681.48438,-56300,11111.11133,1203.703735,NA,NA,0,365,0,2016,2013,NA,1,0,1,1985,1353,female,Domestic,5630,56,3,1,Central,4/17/2013,NA,0.305555552
20941709312,1/1/2016,12/31/2016,NA,274.0740662,44885.18359,9785.185547,NA,NA,NA,NA,10177.77734,1570.370361,0,24548.14844,8611.111328,94533.33594,NA,NA,57314.81641,NA,162874.0781,45277.77734,11111.11133,10177.77734,NA,NA,0,365,0,2016,1991,NA,1,0,0,1946,1443,male,Domestic,2899,28,2,1,Central,9/16/1991,NA,0.423611104
20956323840,1/1/2016,12/31/2016,NA,192.5925903,1518.518555,1522.222168,NA,NA,NA,NA,0,-20414.81445,0,1481.481445,37.0370369,43422.22266,NA,NA,28807.4082,NA,52248.14844,-100003.7031,14814.81445,0,NA,NA,0,365,0,2016,1992,NA,1,0,1,1958,1905,female,Domestic,5610,56,3,1,Central,9/22/1992,NA,0.5
20961069056,1/1/2016,12/31/2016,NA,4062.962891,86496.29688,4640.740723,NA,NA,NA,NA,37759.25781,35640.74219,0,1351.851807,27296.29688,59240.74219,NA,NA,24855.55469,NA,120781.4766,124637.0391,11111.11133,37759.25781,NA,NA,0,365,0,2016,2010,NA,1,0,1,1964,2165,female,Domestic,2813,28,2,3,East,11/25/2010,NA,0.194444448
20969332736,1/1/2016,12/31/2016,NA,0,30818.51758,9951.851563,NA,NA,NA,NA,0,-2125.926025,0,0,859.2592773,17818.51758,NA,NA,0,NA,17370.37109,20866.66602,1851.851807,0,NA,NA,0,365,0,2016,2011,NA,1,0,1,1965,1425,female,Domestic,2630,26,2,1,Central,11/22/2011,NA,NA
21006309376,1/1/2016,12/31/2016,NA,3855.555664,71100,1596.296265,NA,NA,NA,NA,128614.8125,1492.592651,0,0,27103.70313,36651.85156,NA,NA,34837.03516,NA,78059.25781,189211.1094,41481.48047,128614.8125,NA,NA,0,365,0,2016,2009,NA,1,0,0,1981,2810,male,Domestic,5510,55,3,3,West,2/25/2009,NA,0.016666668
21024372736,1/1/2016,12/31/2016,NA,5237.037109,6933.333496,514.8148193,NA,NA,NA,NA,274044.4375,-4433.333496,0,0,1844.444458,70781.48438,NA,NA,785.1851807,NA,72770.36719,280462.9688,122222.2188,274044.4375,NA,NA,0,365,0,2016,1991,NA,2,0,0.5,1951,3418,mix,Domestic,5510,55,3,3,Central,12/19/1991,NA,0
21038475264,1/1/2016,12/31/2016,NA,7244.444336,2319937,777566.6875,NA,NA,NA,NA,3185.185303,567959.25,0,0,0,2538737,NA,NA,67522.21875,NA,3792670.25,775077.75,11111.11133,3185.185303,NA,NA,0,365,0,2016,2011,NA,3,1,0,NA,939,male,Foreign,3317,33,2,1,Central,12/14/2011,NA,0.25
21077721088,1/1/2016,12/31/2016,NA,362.9629517,27481.48242,937.0370483,NA,NA,NA,NA,3703.703613,9929.629883,0,507.4074097,14307.40723,26800,NA,NA,0,NA,37377.77734,30248.14844,14814.81445,3703.703613,NA,NA,0,365,0,2016,1997,NA,1,0,1,1974,414,female,Domestic,2829,28,2,2,West,1/2/1997,NA,0
21093328896,1/1/2016,12/31/2016,NA,3937.037109,6737.037109,28066.66602,NA,NA,NA,NA,22296.29688,4429.629395,0,3692.592529,1766.666626,125074.0703,NA,NA,59281.48047,NA,194522.2188,14362.96289,1851.851807,22296.29688,NA,NA,0,365,0,2016,2004,NA,1,0,0,1982,4408,male,Domestic,5610,56,3,2,West,11/16/2004,NA,0.965277791
21105207296,1/1/2016,12/31/2016,NA,1907.407349,1104307.375,604200,NA,NA,NA,NA,3274.073975,-196766.6719,814.8148193,480477.7813,19870.37109,444322.2188,NA,NA,3970.370361,NA,254951.8594,288859.25,111851.8516,2459.259277,NA,NA,0,365,0,2016,NA,NA,NA,NA,NA,NA,NA,,,3092,30,1,2,,3/17/1998,NA,0
21154723840,1/1/2016,12/31/2016,NA,229.6296234,88196.29688,96181.48438,NA,NA,NA,NA,130292.5938,65396.29688,0,0,8344.444336,49637.03516,NA,NA,5974.074219,NA,119785.1875,125307.4063,1851.851807,300,NA,NA,0,365,0,2016,2011,NA,1,0,0,1967,1228,male,Domestic,5629,56,3,1,Central,8/25/2011,NA,0.083333336
21157941248,1/1/2016,12/31/2016,NA,16903.70313,30651.85156,29577.77734,NA,NA,NA,NA,136333.3281,42159.25781,0,7781.481445,4437.037109,263777.7813,NA,NA,62492.59375,NA,372103.7188,135729.625,12962.96289,136333.3281,NA,NA,0,365,0,2016,NA,NA,NA,NA,NA,NA,NA,,,5610,56,3,1,Central,11/10/2009,NA,1
21182801920,1/1/2016,12/31/2016,NA,0,104314.8125,117174.0703,NA,NA,NA,NA,0,-637.0370483,0,0,5818.518555,367959.25,NA,NA,11488.88867,NA,379381.4688,-12062.96289,11111.11133,0,NA,NA,0,365,0,2016,2012,NA,1,1,0,1979,1536,male,Foreign,2822,28,2,1,Central,9/4/2012,NA,0.055555556
21211095040,1/1/2016,12/31/2016,NA,4729.629395,292788.875,260318.5156,NA,NA,NA,NA,1192377.75,23862.96289,1107.407349,0,129322.2188,201733.3281,NA,NA,658800,NA,916088.875,165929.625,22074.07422,1191270.375,NA,NA,0,365,0,2016,2008,NA,1,1,0,NA,2951,male,Foreign,3312,33,2,1,Central,10/31/2008,NA,4.125
21214162944,1/1/2016,12/31/2016,NA,94222.21875,468874.0625,688259.25,NA,NA,NA,NA,844988.875,94248.14844,588.888916,28192.5918,194355.5625,2178640.75,NA,NA,815270.375,NA,3182826,327229.625,18518.51758,844400,NA,NA,0,365,0,2016,2011,NA,2,0,0.5,1970.5,2091,mix,Domestic,5610,56,3,1,Central,3/18/2011,NA,6.4375
21222227968,1/1/2016,12/31/2016,NA,4074.073975,145088.8906,25803.70313,NA,NA,NA,NA,195118.5156,142070.375,0,0,145003.7031,29707.4082,NA,NA,32266.66602,NA,138833.3281,314403.7188,122222.2188,46970.37109,NA,NA,0,365,0,2016,2006,NA,1,1,0,NA,3407,male,Foreign,2651,26,2,3,Central,6/20/2006,NA,0.25
21237110784,1/1/2016,12/31/2016,NA,11651.85156,154592.5938,50348.14844,NA,NA,NA,NA,27792.5918,25107.4082,0,0,27655.55469,235585.1875,NA,NA,81218.51563,NA,356344.4375,132037.0313,11111.11133,27792.5918,NA,NA,0,365,0,2016,2008,NA,1,0,1,1952,3230,female,Domestic,2821,28,2,3,Central,2/14/2008,NA,0.895833373
21244370944,1/1/2016,12/31/2016,NA,302514.8125,6366126,3362696.25,NA,NA,NA,NA,3192381.5,515259.25,185.1851807,816770.375,1795300,11510204,NA,NA,1356677.75,NA,14017056,5341274,14888.88867,2633485.25,NA,NA,0,365,0,2016,1990,NA,2,0,0,1964,3629,male,Domestic,2829,28,2,2,Central,12/31/1990,NA,4.736111164
2.13E+10,1/1/2016,12/31/2016,NA,55.55555725,67381.48438,33388.89063,NA,NA,NA,NA,1848.148193,14748.14844,0,13192.59277,14740.74121,659233.3125,NA,NA,27411.11133,NA,737455.5625,35840.74219,11111.11133,1848.148193,NA,NA,0,365,0,2016,2013,NA,1,0,0,1969,580,male,Domestic,5610,56,3,3,Central,12/4/2013,NA,0.696969688
21277132800,1/1/2016,12/31/2016,NA,5440.740723,10285.18555,3218.518555,NA,NA,NA,NA,23755.55469,-24448.14844,0,5496.296387,696.2963257,93255.55469,NA,NA,45718.51953,NA,121366.6563,-178214.8125,1851.851807,23755.55469,NA,NA,0,365,0,2016,2008,NA,1,0,0,1974,2944,male,Domestic,5610,56,3,1,Central,12/9/2008,NA,0.569444418
21304770560,1/1/2016,12/31/2016,NA,34148.14844,215407.4063,115737.0391,NA,NA,NA,NA,410351.8438,138192.5938,0,196788.8906,11022.22266,326944.4375,NA,NA,44403.70313,NA,396388.875,466329.625,11111.11133,410351.8438,NA,NA,0,365,0,2016,1998,NA,2,0,0.5,1964,5036,mix,Domestic,5610,56,3,2,West,2/25/1998,NA,0.638888896
21313030144,1/1/2016,12/31/2016,NA,147059.2656,444366.6563,499437.0313,NA,NA,NA,NA,949655.5625,108374.0703,232225.9219,37922.22266,346918.5313,2973807.5,NA,NA,564681.5,NA,3833670.25,228511.1094,11111.11133,717429.625,NA,NA,0,365,0,2016,1997,NA,2,0,0.5,1961,3287,mix,Domestic,5610,56,3,1,Central,11/27/1997,NA,3.486111164
21345886208,1/1/2016,12/31/2016,NA,8140.740723,43196.29688,36466.66797,NA,NA,NA,NA,34351.85156,1551.851807,37.0370369,1277.777832,2729.629639,107048.1484,NA,NA,44618.51953,NA,164118.5156,56274.07422,37.0370369,34314.81641,NA,NA,0,365,0,2016,2.00E+03,NA,1,0,0,1965,5848,male,Domestic,2829,28,2,2,East,12/27/2000,NA,0.590277791
21378324480,1/1/2016,12/31/2016,NA,7092.592773,185011.1094,30537.03711,NA,NA,NA,NA,20559.25977,64903.70313,0,6074.074219,172381.4844,147003.7031,NA,NA,18122.22266,NA,243211.1094,171992.5938,11111.11133,20559.25977,NA,NA,0,365,0,2016,NA,NA,NA,NA,NA,NA,NA,,,5610,56,3,3,East,10/20/2011,NA,0.298611104
21381201920,1/1/2016,12/31/2016,NA,4162.962891,20429.62891,61037.03516,NA,NA,NA,NA,21888.88867,881.4815063,29.62962914,16385.18555,1437.036987,191192.5938,NA,NA,51896.29688,NA,252059.2656,-22140.74023,1851.851807,21859.25977,NA,NA,0,365,0,2016,2010,NA,1,0,1,1983,1731,female,Domestic,5610,56,3,1,Central,11/10/2010,NA,0.847222209
21384026112,1/1/2016,12/31/2016,NA,80470.36719,359451.8438,35562.96484,NA,NA,NA,NA,232922.2188,966.666687,544.444458,59792.59375,71088.89063,172707.4063,NA,NA,98870.36719,NA,297818.5313,529762.9375,11111.11133,184229.625,NA,NA,0,365,0,2016,2002,NA,2,0,0.5,1964.5,3385,mix,Domestic,3020,30,1,2,East,2/20/2002,NA,0.756944418
21402859520,1/1/2016,12/31/2016,NA,996.2963257,2444.444336,13651.85156,NA,NA,NA,NA,56355.55469,1796.296265,0,77.77777863,1829.629639,49792.59375,NA,NA,20370.37109,NA,51007.40625,-28077.77734,370.3703613,56355.55469,NA,NA,0,365,0,2016,1994,NA,1,0,0,1955,1410,male,Domestic,5610,56,3,3,East,1/25/1994,NA,0.534722209
21405247488,1/1/2016,12/31/2016,NA,1714.814819,31155.55469,11100,NA,NA,NA,NA,837.0370483,1177.777832,0,21618.51758,7470.370605,82374.07031,NA,NA,15540.74121,NA,104081.4766,20892.5918,11111.11133,837.0370483,NA,NA,0,365,0,2016,2003,NA,1,0,0,1970,1992,male,Domestic,2611,26,2,2,East,3/13/2003,NA,0.277777791
21408538624,1/1/2016,12/31/2016,NA,9770.370117,54277.77734,5944.444336,NA,NA,NA,NA,37537.03516,14437.03711,0,0,17929.62891,139551.8594,NA,NA,49896.29688,NA,233674.0781,82829.63281,3703.703613,37537.03516,NA,NA,0,365,0,2016,1994,NA,1,0,0,1969,705,male,Domestic,3312,33,2,3,East,5/30/1994,NA,0.548611104
21452984320,1/1/2016,12/31/2016,NA,5192.592773,132818.5156,11918.51855,NA,NA,NA,NA,15414.81445,41496.29688,0,24366.66602,94866.66406,255270.375,NA,NA,20759.25977,NA,324759.25,135629.625,11111.11133,15414.81445,NA,NA,0,365,0,2016,2007,NA,1,0,0,1957,3394,male,Domestic,2630,26,2,2,Central,9/10/2007,NA,0.166666672
21459562496,1/1/2016,12/31/2016,NA,5414.814941,7370.370605,8162.962891,NA,NA,NA,NA,15522.22266,-3562.962891,0,2866.666748,7.407407284,37740.74219,NA,NA,4051.851807,NA,32529.62891,14529.62988,11111.11133,15522.22266,NA,NA,0,365,0,2016,2008,NA,1,0,0,1974,2892,male,Domestic,2899,28,2,2,Central,9/24/2008,NA,0.083333336
